Time,x_d,y_d,theta_d,delta_,v_,ddelta_dt
0,0,0,-0,-0.1877619,0.5329659,0
0.0500417,0.0262013,-6.87e-05,-0.0052406,-0.1877922,0.5329471,-0.0006043
0.1000834,0.0523997,-0.0002746,-0.0104824,-0.1878828,0.5328904,-0.0018135
0.1501251,0.0785924,-0.0006179,-0.0157269,-0.188034,0.532796,-0.0030239
0.2001668,0.1047764,-0.0010984,-0.0209752,-0.1882459,0.5326639,-0.0042365
0.2502085,0.1309489,-0.0017162,-0.0262288,-0.1885185,0.5324941,-0.0054522
0.3002502,0.157107,-0.0024713,-0.0314888,-0.1888521,0.5322869,-0.0066719
0.3502919,0.1832479,-0.0033636,-0.0367566,-0.1892469,0.5320422,-0.0078964
0.4003336,0.2093687,-0.0043932,-0.0420335,-0.1897032,0.5317603,-0.0091267
0.4503753,0.2354664,-0.0055599,-0.0473209,-0.1902214,0.5314413,-0.0103636
0.500417,0.2615383,-0.0068638,-0.05262,-0.1908018,0.5310853,-0.0116079
0.5504587,0.2875815,-0.0083047,-0.0579321,-0.1914448,0.5306926,-0.0128607
0.6005004,0.313593,-0.0098828,-0.0632586,-0.192151,0.5302634,-0.0141228
0.6505421,0.3395702,-0.0115979,-0.0686009,-0.1929207,0.5297979,-0.015395
0.7005838,0.36551,-0.01345,-0.0739602,-0.1937546,0.5292964,-0.0166784
0.7506255,0.3914096,-0.015439,-0.079338,-0.1946533,0.5287593,-0.0179737
0.8006672,0.4172663,-0.0175649,-0.0847355,-0.1956174,0.5281867,-0.0192819
0.8507089,0.4430772,-0.0198277,-0.0901543,-0.1966476,0.5275791,-0.020604
0.9007506,0.4688393,-0.0222272,-0.0955956,-0.1977447,0.5269368,-0.0219407
0.9507923,0.49455,-0.0247634,-0.1010608,-0.1989093,0.5262602,-0.0232931
1.000834,0.5202064,-0.0274362,-0.1065514,-0.2001424,0.5255498,-0.024662
1.0508757,0.5458056,-0.0302456,-0.1120688,-0.2014448,0.5248058,-0.0260483
1.1009174,0.5713448,-0.0331914,-0.1176143,-0.2028175,0.5240289,-0.027453
1.1509591,0.5968213,-0.0362736,-0.1231896,-0.2042613,0.5232194,-0.028877
1.2010008,0.6222323,-0.0394922,-0.1287959,-0.2057774,0.522378,-0.0303212
1.2510425,0.6475749,-0.042847,-0.1344349,-0.2073667,0.5215051,-0.0317865
1.3010842,0.6728463,-0.0463379,-0.1401079,-0.2090304,0.5206013,-0.0332738
1.3511259,0.6980439,-0.0499648,-0.1458165,-0.2107696,0.5196671,-0.0347841
1.4011676,0.7231648,-0.0537277,-0.1515623,-0.2125855,0.5187033,-0.0363181
1.4512093,0.7482062,-0.0576264,-0.1573467,-0.2144794,0.5177105,-0.0378769
1.501251,0.7731654,-0.0616608,-0.1631713,-0.2164524,0.5166893,-0.0394612
1.5512927,0.7980398,-0.0658308,-0.1690377,-0.218506,0.5156405,-0.041072
1.6013344,0.8228264,-0.0701364,-0.1749475,-0.2206415,0.5145647,-0.0427101
1.6513761,0.8475227,-0.0745773,-0.1809024,-0.2228604,0.5134628,-0.0443764
1.7014178,0.8721259,-0.0791535,-0.1869039,-0.2251639,0.5123356,-0.0460716
1.7514595,0.8966333,-0.0838648,-0.1929537,-0.2275538,0.5111839,-0.0477966
1.8015013,0.9210422,-0.0887111,-0.1990536,-0.2300314,0.5100085,-0.0495522
1.851543,0.9453499,-0.0936923,-0.2052052,-0.2325983,0.5088104,-0.051339
1.9015847,0.9695538,-0.0988082,-0.2114102,-0.2352562,0.5075905,-0.0531578
1.9516264,0.9936512,-0.1040587,-0.2176704,-0.2380067,0.5063498,-0.0550092
2.0016681,1.0176394,-0.1094437,-0.2239876,-0.2408514,0.5050893,-0.0568939
2.0517098,1.0415159,-0.1149629,-0.2303635,-0.243792,0.5038101,-0.0588124
2.1017515,1.0652779,-0.1206163,-0.2368001,-0.2468303,0.5025131,-0.0607653
2.1517932,1.088923,-0.1264037,-0.2432991,-0.2499679,0.5011996,-0.062753
2.2018349,1.1124484,-0.132325,-0.2498625,-0.2532067,0.4998707,-0.0647758
2.2518766,1.1358516,-0.1383799,-0.2564921,-0.2565484,0.4985276,-0.0668341
2.3019183,1.1591301,-0.1445683,-0.2631898,-0.2599948,0.4971716,-0.0689281
2.35196,1.1822812,-0.15089,-0.2699577,-0.2635477,0.4958039,-0.0710579
2.4020017,1.2053025,-0.1573449,-0.2767977,-0.2672089,0.4944259,-0.0732235
2.4520434,1.2281914,-0.1639328,-0.2837118,-0.2709801,0.4930389,-0.0754249
2.5020851,1.2509454,-0.1706535,-0.290702,-0.2748632,0.4916443,-0.0776618
2.5521268,1.2735619,-0.1775069,-0.2977705,-0.2788599,0.4902436,-0.0799338
2.6021685,1.2960386,-0.1844926,-0.3049192,-0.2829719,0.4888383,-0.0822405
2.6522102,1.3183729,-0.1916106,-0.3121504,-0.287201,0.48743,-0.0845812
2.7022519,1.3405624,-0.1988607,-0.3194662,-0.2915487,0.4860201,-0.086955
2.7522936,1.3626046,-0.2062425,-0.3268686,-0.2960168,0.4846104,-0.089361
2.8023353,1.3844972,-0.2137561,-0.33436,-0.3006067,0.4832025,-0.0917979
2.852377,1.4062376,-0.221401,-0.3419426,-0.3053199,0.4817982,-0.0942643
2.9024187,1.4278237,-0.2291772,-0.3496185,-0.3101578,0.4803991,-0.0967585
2.9524604,1.4492528,-0.2370844,-0.3573901,-0.3151218,0.4790071,-0.0992787
3.0025021,1.4705228,-0.2451224,-0.3652597,-0.3202129,0.4776241,-0.1018226
3.0525438,1.4916313,-0.253291,-0.3732295,-0.3254323,0.4762519,-0.1043878
3.1025855,1.5125759,-0.2615899,-0.3813019,-0.3307809,0.4748924,-0.1069715
3.1526272,1.5333543,-0.270019,-0.3894792,-0.3362594,0.4735475,-0.1095708
3.2026689,1.5539644,-0.2785779,-0.3977638,-0.3418685,0.4722194,-0.1121823
3.2527106,1.5744037,-0.2872665,-0.4061582,-0.3476086,0.47091,-0.1148022
3.3027523,1.5946701,-0.2960845,-0.4146646,-0.3534799,0.4696213,-0.1174265
3.352794,1.6147613,-0.3050317,-0.4232855,-0.3594825,0.4683554,-0.1200509
3.4028357,1.6346752,-0.3141078,-0.4320233,-0.365616,0.4671145,-0.1226704
3.4528774,1.6544095,-0.3233126,-0.4408804,-0.37188,0.4659006,-0.1252799
3.5029191,1.6739621,-0.3326458,-0.4498593,-0.3782737,0.4647159,-0.1278738
3.5529608,1.6933307,-0.3421072,-0.4589623,-0.384796,0.4635625,-0.1304462
3.6030025,1.7125134,-0.3516965,-0.468192,-0.3914455,0.4624426,-0.1329907
3.6530442,1.731508,-0.3614135,-0.4775506,-0.3982206,0.4613582,-0.1355003
3.7030859,1.7503124,-0.3712578,-0.4870406,-0.405119,0.4603116,-0.137968
3.7531276,1.7689245,-0.3812293,-0.4966643,-0.4121383,0.4593047,-0.140386
3.8031693,1.7873424,-0.3913276,-0.5064242,-0.4192756,0.4583398,-0.1427464
3.853211,1.8055638,-0.4015524,-0.5163225,-0.4265276,0.4574188,-0.1450407
3.9032527,1.823587,-0.4119035,-0.5263615,-0.4338906,0.4565437,-0.1472602
3.9532944,1.8414099,-0.4223806,-0.5365435,-0.4413604,0.4557165,-0.1493956
4.0033361,1.8590304,-0.4329835,-0.5468707,-0.4489323,0.454939,-0.1514375
4.0533778,1.8764468,-0.4437117,-0.5573453,-0.4566011,0.4542131,-0.1533762
4.1034195,1.8936571,-0.4545651,-0.5679693,-0.4643612,0.4535403,-0.1552016
4.1534612,1.9106593,-0.4655433,-0.5787447,-0.4722063,0.4529224,-0.1569035
4.2035029,1.9274517,-0.476646,-0.5896735,-0.4801299,0.4523608,-0.1584714
4.2535446,1.9440324,-0.4878729,-0.6007576,-0.4881246,0.4518568,-0.1598947
4.3035863,1.9603995,-0.4992237,-0.6119988,-0.4961828,0.4514116,-0.1611629
4.353628,1.9765513,-0.5106982,-0.6233986,-0.504296,0.4510264,-0.1622652
4.4036697,1.9924859,-0.5222959,-0.6349586,-0.5124556,0.4507019,-0.1631911
4.4537114,2.0082017,-0.5340166,-0.6466803,-0.5206521,0.4504388,-0.1639302
4.5037531,2.0236969,-0.5458599,-0.6585649,-0.5288757,0.4502377,-0.1644721
4.5537948,2.0389699,-0.5578255,-0.6706135,-0.5371161,0.4500987,-0.1648068
4.6038365,2.0540188,-0.5699131,-0.6828273,-0.5453623,0.450022,-0.1649247
4.6538782,2.0688421,-0.5821224,-0.6952068,-0.5536031,0.4500073,-0.1648165
4.7039199,2.0834382,-0.594453,-0.7077528,-0.5618268,0.4500542,-0.1644734
4.7539616,2.0978054,-0.6069046,-0.7204657,-0.5700211,0.4501619,-0.1638871
4.8040033,2.1119422,-0.6194768,-0.7333457,-0.5781737,0.4503295,-0.1630501
4.854045,2.125847,-0.6321693,-0.7463929,-0.5862714,0.4505556,-0.1619555
4.9040867,2.1395183,-0.6449818,-0.7596069,-0.5943013,0.4508387,-0.1605972
4.9541284,2.1529546,-0.6579138,-0.7729873,-0.6022498,0.451177,-0.1589698
5.0041701,2.1661544,-0.6709651,-0.7865333,-0.6101032,0.4515683,-0.1570689
5.0542118,2.1791163,-0.6841353,-0.800244,-0.6178478,0.4520102,-0.1548909
5.1042535,2.1918388,-0.697424,-0.8141181,-0.6254694,0.4524998,-0.1524333
5.1542952,2.2043205,-0.7108309,-0.8281539,-0.6329542,0.4530342,-0.1496945
5.2043369,2.2165601,-0.7243555,-0.8423497,-0.6402878,0.4536101,-0.1466737
5.2543786,2.2285562,-0.7379975,-0.8567031,-0.6474564,0.4542239,-0.1433715
5.3044204,2.2403075,-0.7517566,-0.8712117,-0.6544459,0.4548718,-0.1397892
5.3544621,2.2518128,-0.7656324,-0.8858726,-0.6612423,0.4555496,-0.1359293
5.4045038,2.2630707,-0.7796244,-0.9006827,-0.6678321,0.4562532,-0.1317951
5.4545455,2.27408,-0.7937323,-0.9156384,-0.6742016,0.4569781,-0.1273909
5.5045872,2.2848395,-0.8079558,-0.9307358,-0.6803378,0.4577195,-0.1227222
5.5546289,2.295348,-0.8222943,-0.9459708,-0.6862275,0.4584729,-0.1177951
5.6046706,2.3056044,-0.8367476,-0.9613386,-0.6918583,0.4592331,-0.1126166
5.6547123,2.3156076,-0.8513152,-0.9768344,-0.6972181,0.4599955,-0.1071948
5.704754,2.3253564,-0.8659968,-0.992453,-0.702295,0.4607548,-0.1015382
5.7547957,2.3348498,-0.8807918,-1.0081886,-0.7070778,0.4615063,-0.0956562
5.8048374,2.3440866,-0.8957,-1.0240353,-0.7115558,0.462245,-0.089559
5.8548791,2.3530661,-0.9107209,-1.0399868,-0.7157186,0.462966,-0.0832571
5.9049208,2.361787,-0.9258541,-1.0560365,-0.7195567,0.4636647,-0.0767619
5.9549625,2.3702485,-0.9410992,-1.0721774,-0.723061,0.4643365,-0.0700852
6.0050042,2.3784497,-0.9564557,-1.0884024,-0.7262229,0.4649773,-0.0632391
6.0550459,2.3863896,-0.9719233,-1.1047039,-0.7290347,0.4655829,-0.0562364
6.1050876,2.3940673,-0.9875014,-1.1210742,-0.7314893,0.4661497,-0.0490902
6.1551293,2.4014821,-1.0031898,-1.1375052,-0.7335799,0.4666742,-0.0418139
6.205171,2.4086331,-1.018988,-1.1539887,-0.735301,0.4671535,-0.0344212
6.2552127,2.4155195,-1.0348954,-1.1705163,-0.7366473,0.4675849,-0.0269261
6.3052544,2.4221406,-1.0509118,-1.1870794,-0.7376145,0.4679665,-0.019343
6.3552961,2.4284957,-1.0670365,-1.2036693,-0.7381988,0.4682963,-0.0116863
6.4053378,2.4345839,-1.0832693,-1.2202771,-0.7383973,0.4685733,-0.0039708
6.4553795,2.4404048,-1.0996097,-1.2368938,-0.7382079,0.4687968,0.0037885
6.5054212,2.4459576,-1.1160572,-1.2535105,-0.7376291,0.4689666,0.0115766
6.5554629,2.4512417,-1.1326113,-1.2701182,-0.7366602,0.4690831,0.0193782
6.6055046,2.4562566,-1.1492716,-1.2867077,-0.7353013,0.4691471,0.0271779
6.6555463,2.4610016,-1.1660377,-1.30327,-0.7335533,0.46916,0.0349602
6.705588,2.4654763,-1.182909,-1.3197964,-0.7314178,0.4691238,0.0427094
6.7556297,2.4696803,-1.1998852,-1.3362777,-0.7288973,0.4690408,0.0504098
6.8056714,2.4736129,-1.2169657,-1.3527055,-0.725995,0.4689139,0.0580458
6.8557131,2.4772738,-1.2341502,-1.3690709,-0.7227149,0.4687464,0.0656014
6.9057548,2.4806626,-1.251438,-1.3853657,-0.7190619,0.4685422,0.0730611
6.9557965,2.4837789,-1.2688288,-1.4015815,-0.7150414,0.4683053,0.0804089
7.0058382,2.4866224,-1.286322,-1.4177104,-0.71066,0.4680402,0.0876295
7.0558799,2.4891928,-1.3039172,-1.4337446,-0.7059246,0.4677518,0.0947072
7.1059216,2.4914897,-1.321614,-1.4496765,-0.7008433,0.4674452,0.1016269
7.1559633,2.4935129,-1.3394117,-1.465499,-0.6954246,0.4671256,0.1083737
7.206005,2.4952623,-1.3573099,-1.481205,-0.6896779,0.4667986,0.1149329
7.2560467,2.4967375,-1.3753082,-1.496788,-0.6836134,0.4664699,0.1212904
7.3060884,2.4979385,-1.3934061,-1.5122416,-0.6772418,0.4661451,0.1274324
7.3561301,2.4988652,-1.4116029,-1.5275599,-0.6705745,0.4658301,0.133346
7.4061718,2.4995173,-1.4298983,-1.5427372,-0.6636235,0.4655306,0.1390187
7.4562135,2.4998949,-1.4482918,-1.5577682,-0.6564016,0.4652525,0.1444387
7.5062552,2.4999979,-1.4667828,-1.5726479,-0.6489218,0.4650015,0.1495954
7.5562969,2.4998262,-1.4853708,-1.5873717,-0.6411979,0.464783,0.1544787
7.6063386,2.49938,-1.5040553,-1.6019354,-0.6332439,0.4646025,0.1590797
7.6563803,2.4986592,-1.5228359,-1.6163351,-0.6250744,0.4644652,0.1633906
7.706422,2.497664,-1.5417119,-1.6305671,-0.6167042,0.4643761,0.1674047
7.7564637,2.4963944,-1.5606829,-1.6446283,-0.6081483,0.46434,0.1711164
7.8065054,2.4948506,-1.5797483,-1.6585158,-0.5994223,0.4643613,0.1745213
7.8565471,2.4930328,-1.5989077,-1.672227,-0.5905414,0.4644443,0.1776165
7.9065888,2.4909411,-1.6181604,-1.6857597,-0.5815214,0.4645928,0.1804001
7.9566305,2.4885758,-1.637506,-1.6991119,-0.5723779,0.4648103,0.1828718
8.0066722,2.4859371,-1.656944,-1.7122819,-0.5631262,0.4651002,0.1850324
8.0567139,2.4830254,-1.6764738,-1.7252686,-0.553782,0.4654653,0.1868839
8.1067556,2.4798409,-1.6960948,-1.7380707,-0.5443605,0.4659082,0.1884298
8.1567973,2.4763841,-1.7158066,-1.7506875,-0.5348768,0.466431,0.1896747
8.206839,2.4726552,-1.7356085,-1.7631184,-0.5253456,0.4670356,0.1906244
8.2568807,2.4686547,-1.7555001,-1.7753631,-0.5157813,0.4677236,0.1912856
8.3069224,2.464383,-1.7754808,-1.7874216,-0.506198,0.468496,0.1916663
8.3569641,2.4598407,-1.7955501,-1.799294,-0.4966092,0.4693539,0.1917753
8.4070058,2.4550281,-1.8157073,-1.8109806,-0.4870281,0.4702978,0.1916222
8.4570475,2.4499459,-1.835952,-1.8224819,-0.4774673,0.4713278,0.1912175
8.5070892,2.4445946,-1.8562836,-1.8337988,-0.4679386,0.4724441,0.1905722
8.5571309,2.4389747,-1.8767015,-1.844932,-0.4584537,0.4736463,0.189698
8.6071726,2.4330869,-1.8972052,-1.8558826,-0.4490234,0.4749339,0.1886069
8.6572143,2.4269319,-1.9177941,-1.8666518,-0.4396578,0.4763061,0.1873115
8.707256,2.4205103,-1.9384676,-1.8772409,-0.4303666,0.4777619,0.1858243
8.7572977,2.4138228,-1.9592252,-1.8876513,-0.4211587,0.4793001,0.1841583
8.8073394,2.4068701,-1.9800663,-1.8978846,-0.4120424,0.4809194,0.1823262
8.8573812,2.3996531,-2.0009904,-1.9079424,-0.4030253,0.482618,0.1803411
8.9074229,2.3921725,-2.0219968,-1.9178264,-0.3941146,0.4843944,0.1782156
8.9574646,2.3844291,-2.0430849,-1.9275386,-0.3853164,0.4862468,0.1759624
9.0075063,2.3764238,-2.0642543,-1.9370807,-0.3766367,0.488173,0.1735938
9.057548,2.3681575,-2.0855043,-1.9464548,-0.3680806,0.4901711,0.1711219
9.1075897,2.359631,-2.1068343,-1.9556628,-0.3596527,0.4922389,0.1685583
9.1576314,2.3508454,-2.1282438,-1.9647068,-0.351357,0.4943741,0.1659143
9.2076731,2.3418015,-2.1497321,-1.9735889,-0.343197,0.4965744,0.1632008
9.2577148,2.3325004,-2.1712987,-1.9823113,-0.3351756,0.4988375,0.1604281
9.3077565,2.3229431,-2.192943,-1.9908762,-0.3272953,0.501161,0.1576061
9.3577982,2.3131306,-2.2146644,-1.9992857,-0.3195581,0.5035423,0.1547443
9.4078399,2.303064,-2.2364623,-2.007542,-0.3119655,0.5059791,0.1518513
9.4578816,2.2927445,-2.258336,-2.0156474,-0.3045187,0.5084688,0.1489356
9.5079233,2.2821731,-2.2802851,-2.0236042,-0.2972185,0.511009,0.146005
9.557965,2.271351,-2.3023088,-2.0314145,-0.2900651,0.5135972,0.1430667
9.6080067,2.2602795,-2.3244066,-2.0390806,-0.2830587,0.516231,0.1401274
9.6580484,2.2489596,-2.3465779,-2.0466047,-0.2761991,0.5189078,0.1371934
9.7080901,2.2373927,-2.3688221,-2.0539892,-0.2694856,0.5216253,0.1342704
9.7581318,2.2255801,-2.3911385,-2.0612361,-0.2629174,0.524381,0.1313637
9.8081735,2.213523,-2.4135265,-2.0683478,-0.2564935,0.5271725,0.1284781
9.8582152,2.2012227,-2.4359856,-2.0753263,-0.2502126,0.5299975,0.1256179
9.9082569,2.1886807,-2.4585151,-2.082174,-0.2440732,0.5328536,0.122787
9.9582986,2.1758982,-2.4811144,-2.0888928,-0.2380738,0.5357387,0.119989
10.0083403,2.1628767,-2.5037829,-2.0954851,-0.2322124,0.5386504,0.117227
10.058382,2.1496177,-2.5265199,-2.1019529,-0.2264872,0.5415865,0.1145037
10.1084237,2.1361225,-2.5493248,-2.1082982,-0.2208961,0.544545,0.1118217
10.1584654,2.1223927,-2.572197,-2.1145232,-0.215437,0.5475236,0.1091829
10.2085071,2.1084297,-2.5951359,-2.1206298,-0.2101075,0.5505204,0.1065893
10.2585488,2.0942352,-2.6181409,-2.1266202,-0.2049054,0.5535332,0.1040424
10.3085905,2.0798106,-2.6412112,-2.1324962,-0.1998282,0.5565602,0.1015434
10.3586322,2.0651576,-2.6643463,-2.1382598,-0.1948736,0.5595994,0.0990934
10.4086739,2.0502777,-2.6875456,-2.1439129,-0.1900389,0.562649,0.0966933
10.4587156,2.0351726,-2.7108084,-2.1494574,-0.1853217,0.565707,0.0943436
10.5087573,2.0198439,-2.734134,-2.1548951,-0.1807195,0.5687717,0.0920449
10.558799,2.0042934,-2.7575219,-2.1602279,-0.1762296,0.5718414,0.0897973
10.6088407,1.9885227,-2.7809713,-2.1654576,-0.1718496,0.5749144,0.087601
10.6588824,1.9725336,-2.8044817,-2.1705859,-0.1675768,0.577989,0.0854561
10.7089241,1.9563278,-2.8280523,-2.1756145,-0.1634087,0.5810636,0.0833623
10.7589658,1.9399071,-2.8516826,-2.1805452,-0.1593427,0.5841366,0.0813195
10.8090075,1.9232734,-2.8753719,-2.1853795,-0.1553763,0.5872065,0.0793272
10.8590492,1.9064284,-2.8991196,-2.1901191,-0.1515071,0.5902719,0.0773851
10.9090909,1.8893739,-2.9229249,-2.1947656,-0.1477324,0.5933312,0.0754926
10.9591326,1.872112,-2.9467873,-2.1993205,-0.14405,0.5963831,0.0736491
11.0091743,1.8546444,-2.9707061,-2.2037854,-0.1404573,0.5994262,0.0718541
11.059216,1.836973,-2.9946806,-2.2081618,-0.1369519,0.6024592,0.0701068
11.1092577,1.8190999,-3.0187101,-2.212451,-0.1335316,0.6054808,0.0684064
11.1592994,1.801027,-3.0427941,-2.2166547,-0.130194,0.6084897,0.0667522
11.2093411,1.7827562,-3.0669318,-2.220774,-0.1269368,0.6114847,0.0651435
11.2593828,1.7642896,-3.0911226,-2.2248105,-0.1237579,0.6144646,0.0635792
11.3094245,1.7456293,-3.1153658,-2.2287654,-0.1206549,0.6174283,0.0620587
11.3594662,1.7267771,-3.1396608,-2.2326401,-0.1176259,0.6203745,0.060581
11.4095079,1.7077353,-3.1640069,-2.2364358,-0.1146686,0.6233024,0.0591452
11.4595496,1.6885059,-3.1884034,-2.2401538,-0.1117811,0.6262106,0.0577504
11.5095913,1.6690911,-3.2128496,-2.2437953,-0.1089613,0.6290983,0.0563958
11.559633,1.6494929,-3.2373449,-2.2473614,-0.1062073,0.6319645,0.0550804
11.6096747,1.6297135,-3.2618886,-2.2508534,-0.1035171,0.634808,0.0538034
11.6597164,1.6097551,-3.2864801,-2.2542724,-0.1008889,0.637628,0.0525638
11.7097581,1.5896198,-3.3111186,-2.2576195,-0.0983209,0.6404236,0.0513608
11.7597998,1.56931,-3.3358034,-2.2608957,-0.0958112,0.6431938,0.0501935
11.8098415,1.5488278,-3.360534,-2.2641022,-0.0933582,0.6459378,0.0490609
11.8598832,1.5281754,-3.3853096,-2.2672399,-0.0909601,0.6486547,0.0479624
11.9099249,1.5073552,-3.4101296,-2.2703098,-0.0886152,0.6513437,0.0468969
11.9599666,1.4863694,-3.4349932,-2.273313,-0.086322,0.6540039,0.0458637
